,ID,QUESTION,ANSWER,PUBLICATION DATE,ARCHIVED
,17285,How can I benefit from coaching? Are there any selection criteria to participate?,"The business development coaching is available for various EIC target groups and will be tailor made to deliver the desired outcome:

For Accelerator applicants (full application stage) and Seal-of-Excellence teams, your objective may be to improve the value proposition and investor pitch.
For Pathfinder researchers your objective may be to discover innovation opportunities and to provide insight in your entrepreneurship potential.
For Transition teams your objective may be to get to know the industry and to create a value proposition.
For Accelerator start-ups and scale-ups, your objective may be to improve your business plan, the strategy implementation and a faster market entry.
In the Women Leadership Programme additional WLP Coaching is offered to help you tackle potential glass ceiling issues.

For Accelerator applicants and Seal-of-Excellence teams, three days of coaching are offered. For all further beneficiaries the starting offer of three coaching days may be extended on the recommendation of project officers and programme managers.
You will all receive an invitation to select a coach, as soon as you become eligible to the service.
Business Acceleration Services are tailored as much as possible to the EIC beneficiaries’ needs and aim to guarantee the best match possible with relevant business partners. This is why most offered EIC services will have a certain selection process based on specific criteria relevant to the specific event or service. If this is the case, the criteria and the selection process are announced in the event publication and/or the registration website. If there are no selection criteria, the event may also be based on a ‘first come first serve’ basis or an unlimited attendance approach. Please check out any details in this regard in the event publication (in the EIC Community). Please note as well that even if your grant or EIC funding is contractually finished you are still eligible and invited to apply to the EIC BAS services.
",15/10/2021,FALSE
,17283,How are coaches selected? Can we suggest coaches/ cooperate with coaches we worked with in the past?,"Coaches will be vetted to appear on a list selectable for coaches. They must meet essential experience criteria that will be published in the new Call for Expression of Interest for EIC Coaches
The process to find and select a coach will be by:

creating a shortlist of possible matches through individual selection criteria
inviting them, explaining the main business challenge and including project information
have ‘chemistry’ calls with those who responded to be available and interested, to make a final choice.

",15/10/2021,FALSE
,17089,"Under Horizon Europe, in case a Public Body that acts as Coordinator wishes to grant an 'authorisation to administer' coordination tasks to another entity, how should such delegation be indicated in the proposal?","Article 7 of the Horizon Europe General Model Grant Agreement (MGA) states that a coordinator may not delegate or subcontract the tasks mentioned in point (b) to any other beneficiary or third party (including affiliated entities). However, coordinators which are public bodies may delegate the tasks set out in Point (b)(ii) last indent and (iii) of Article 7.
In general, at the proposal stage, no formal requirements (e.g. in the form of an annex) are necessary to be submitted regarding the delegation of tasks by the coordinator (Public Body) of tasks as laid down in Article 7 of the Horizon Europe General Model Grant Agreement (MGA) to an entity affiliated, controlled or created by the coordinator to handle its administrative tasks (and those must include receiving and managing EU funds). The applicant should mention the intention to deliver such an 'authorisation to administer' in the proposal and to which entity, stating that a formal authorisation will be provided at contract preparation phase.
",12/10/2021,FALSE
,16473,Could one avoid details when publishing on Horizon Results Platform (HRP) to ensure protection of Intellectual Property (IP) that is potentially generated by the project?,"The European Commission's approach is ""As open as possible, as closed as necessary when publishing results"". The Terms and Conditions for publishing results on the HRP stipulate the following: ""Users retain ownership of all rights in their Content. However, by submitting Content, they grant the European Union a worldwide, non-exclusive, royalty-free, non-transferable license to use, reproduce, distribute, and display their Content in the Platform.""
",23/09/2021,FALSE
,16624,"In the Application Form under the Health cluster, how do questions on ethics regarding various health interventions relate to the information requested in the Clinical study template?","As a general statement, the ethics section of the Application Form (AF) and the Template for essential information to be provided for proposals including clinical trials/studies/investigations/cohorts (Clinical study template) serve different purposes and they are complementary in nature. Questions in the AF addressed to the applicants are clearly formulated. Where necessary, legal references are provided, so that any ambiguity in definitions can be avoided. This is the case with the main and the sub-questions on clinical studies as defined by the Clinical Trial Regulation (EU 536/2014). This piece of legislation concerns medicinal products for human use and it is not relevant for medical devices. Questions about non-pharmacological human interventions (including medical devices) in the ethics section of the AF are just prior to the ones on clinical studies. With regards to the applicability of the Clinical study template, we are using a different definition for clinical studies but this definition is provided both in the AF and the Clinical study template itself. It does concern medical devices, which is evident from the definition used for the Clinical study template:
‘Clinical study means, for the purpose of this document, any systematic prospective or retrospective collection and analysis of health data obtained from individual patients or healthy persons in order to address scientific questions related to the understanding, prevention, diagnosis, monitoring or treatment of a disease, mental illness, or physical condition. It includes but it is not limited to clinical studies as defined by Regulation 536/2014 (on medicinal products), clinical investigation and clinical evaluation as defined by Regulation 2017/745 (on medical devices), performance study and performance evaluation as defined by Regulation 2017/746 (on in vitro diagnostic medical devices).’
",09/09/2021,FALSE
,16533,Is there any relation between the Horizon Results Booster and the services offered by the Enterprise Europe Network (EEN)?,"There is no relation between the Horizon Results Booster and the Enterprise Europe Network. The Network’s international business experts have the experience and resources to help your business grow. They can advise on the best market opportunities to help you expand internationally. On the other hand, the Horizon Results Booster provides guidance on how to best disseminate and exploit your research results. Within this framework, the Booster could help you in drafting a business plan and provides potential solutions to reach the market and start a business.
",01/09/2021,FALSE
,16078,How is the EC checking/evaluating the dissemination & exploitation (D&E results) versus the Description of Action (DoA) during the Review Meetings?,"The Description of Action (DoA) contains the dissemination and exploitation plan including communication activities. It will have to be submitted 6 months after the beginning of the project and kept up-to-date throughout the lifetime of the project. The D&amp;E activities have to be proportionate to the size of the project and their timing must follow the overall timing of delivery of the project. During the review meetings we expect to see the implementation of these activities as planned. However, in case of deviation from the plan, additional unforeseen results or actions, the experts/PO will examine the reasons and will advise the consortium accordingly on the necessary actions to take.
",01/09/2021,FALSE
,16069,Can the commercialisation of the results start even though the grant is still ongoing?,"The commercialisation of the results can happen during and after the grant.
",01/09/2021,FALSE
,16485,"Under Horizon Europe, what is the link between the project impact and the KIP? Should the impact of the project in the proposal follow the same structure as the KIPs?","The Key Impact Pathways (KIPs) are an impact monitoring framework of the whole programme, Horizon Europe. It distinguishes results in the short-term, outcomes in the mid-term, and impacts in the long-term. It also distinguishes scientific, societal (including environmental), or the economic impacts. The contribution of all destinations towards the Framework programme expected impacts is monitored through the KIPs. The projects should develop their own pathway to impact, which should describe their expected contribution to the impact described in the destination. It should keep the framework of results, outcomes, and impacts, and it should explain how these logically link to each other. It can, if relevant, distinguish between scientific, societal and economic impacts, but it does not need to have impacts in all those areas.
",30/08/2021,FALSE
,16484,"Under Horizon Europe proposals, is the impact canvas really obligatory? Can the applicant adapt the canvas and be ""creative""?","Although the impact canvas is not strictly required, it may be extremely useful for the applicant (for the drafting) and for the evaluators (for the evaluation) to have a summary of the key elements of the pathway to impact of the project. Applications who do not to fill the canvas will be accepted; they will however be assessed against applications that have filled it. We therefore strongly encourage to use the impact canvas.
",30/08/2021,FALSE
,16483,"Under Horizon Europe, what is the difference between the impact under the destination and the impact in the Call?","In Horizon Europe, the expected impact is described at the level of the destination. The expected outcome is described at the level of the topic. Applicants are asked to describe in their proposals a credible pathway to the expected impact. Calls do not have an expected impact beyond that of the desination which they contribute to. When viewing a topic on the Funding &amp; Tenders Portal, the 'topic description' section includes the expected outcome and the 'destination' section includes the expected impact.
",30/08/2021,FALSE
,16482,"Under Horizon Europe, what is considered short-, medium- and long-term impact?","The impact logic of Horizon Europe distinguishes between results in the short-term, outcomes in the mid-term, and impacts in the long-term. Results occur during and by the end of the project implementation. Outcomes are direct effects generated by results towards the end or shortly after the end of the project. Impacts are effects generated by the outcomes (i.e. by the exploitation/diffusion/uptake of the results by target groups) in the long run. These can be on science, society (including the environment), or the economy. The expected timeframes of these effects depend on the specific impact pathway of the project, but in general, first results may expected 1 year into the project, outcomes 3 years or more, and impacts 5-7 years or more.
",30/08/2021,FALSE
,16480,Is the Horizon IP Scan Service also open for the newly accepted Horizon 2020 EU Green Deal projects or only for new Horizon Europe projects?,"Horizon IP Scan targets both Horizon 2020 and Horizon Europe SME beneficiaries that participate in collaborative projects.
",30/08/2021,FALSE
,16479,"Under Horizon Europe, is it mandatory to present a detailed Intellectual Property (IP) strategy as a deliverable during the project?","This is generally not the case, except if it is explicitly requested in the call or topic
",30/08/2021,FALSE
,16478,"Under Horizon Europe, the costs for IP protection are eligible, but what if the protection takes place after the end of the project and its related costs occur after the end of the grant?","Under Horizon Europe, there is no funding available to cover exploitation and IP management costs after the end of the grant.
",30/08/2021,FALSE
,16475,Will the data uploaded on the Horizon Results Platform be open data based on FAIR principles? Will there be a way to download and re-use the data?,"Any re-use of content provided by beneficiaries is subject to their prior agreement. The beneficiary(ies) concerned must be contacted. The European Union cannot be held liable for any unauthorised reuse of such content. Please consult the Horizon Results Platform Terms and Conditions.
",30/08/2021,FALSE
,16474,Is Horizon Results Platform applicable for the Coordination and Support Actions?,"Results from Coordination and Support Actions can indeed be published on the Horizon Results Platform if these are Key Exploitable Results (such as important policy recommendations, regulatory framework, foresight analyses, etc.) In certain cases, there could even be synergies between certain thematic platforms and the Horizon Results Platform.
",30/08/2021,FALSE
,16472,Will the host institution (PIC number holder) be notified for submissions on the Horizon Results Platform?,"Any person associated with a beneficiary or coordinating organisation through a Primary Coordinator Contact (PCoCo), Coordinator Contact (CoCo) or Participant Contact (PaCo) role in a particular project is notified whenever a result is published/updated/deleted on the Funding &amp; Tenders Portal.
",30/08/2021,FALSE
,16471,Is the Horizon Results Platform similar to Cordis or complementary?,"It is complementary. Horizon Results Platform is a ""live"" platform where beneficiaries upload and update the state and maturity evolution of their results even years after the end of the project. The user visiting the Horizon Results Platform can also find out much more about the needs, next steps, contact points, etc. Moreover, each result profile on the Horizon Results Platform contains all the project data and the link to CORDIS. You may find these references and respective links on the bottom of the project result page itself.
",30/08/2021,FALSE
,16470,"Who has to join the Horizon Results Platform: the Project Coordinator, the partner in charge of Dissemination & Exploitation, the partners that own a KER (Key Exploitable Result)?","The Horizon Results Platform allows for any beneficiary in the project to submit a project result as long as the person disposes of a Participant Contact role within the relevant project on the Funding &amp; Tenders Portal.
",30/08/2021,FALSE
,16073,What are the funding arrangements for post-project dissemination & exploitation (D&E)?,"There are no funding arrangements. The projects should foresee those costs during the lifetime of the project. The EC offers free D&amp;E support services such as the Horizon Results Booster (HRB) and Horizon Results Platform (HRP), but the projects will still need to have the resources (staff) to implement the measures.
",25/08/2021,FALSE
,16074,"How can we plan for the exploitation of results to continue after the project lifetime (i.e. human & financial resources, commitment, etc.)?","The Horizon Results Booster (HRB) is free of charge service for beneficiaries which helps to take-up results both during and after the completion of the grant. It offers tailor-made services to build capacity for dissemination of research results, offers support in increasing project results’ exploitation potential and improves access to markets. In addition, beneficiaries can refer to Horizon Results Platform – a platform developed by the European Commission to help promote exploitation of the results from the R&amp;I framework programmes. Publishing results in the Horizon Results Platform ensures high visibility to a variety of potential users and stakeholders including industry, academia, investors, public administrations, etc. and may lead to finding help to exploit the result directly (e.g. financing) or finding third parties which may be interested to exploit the results.
",25/08/2021,FALSE
,16080,"Under Horizon 2020 and Horizon Europe, does the Results Ownership List only refer to results generated in the Project?","Yes, the Results Ownership List only refers to results generated during the project.
",25/08/2021,FALSE
,15848,"Under Horizon Europe Health cluster, are US entities entitled for funding also in Partnerships?","Yes, the exceptional funding of US entities applies also to Partnerships mentioned in the Cluster 1 work programme. However other conditions have to be taken into account, e.g. that the concerned consortium of eligible EU Members Sates and Associated Countries’ research funders do agree to their participation.
",03/08/2021,FALSE
,16047,"In Horizon Europe, what is the status of participants from non-EU, Associated or Third Countries?","Any legal entity, regardless of its place of establishment, including legal entities from non-associated third countries or international organisations, is eligible to participate (whether it is eligible for funding or not), provided that the conditions laid down in the Horizon Europe Regulation have been met, along with any other conditions laid down in the specific call topic which may provide for limitations or restrictions in certain cases.
As per the ‘List of Participating Countries in Horizon Europe’, the ‘Horizon Europe Programme Guide’ and the ‘Horizon Europe Work Programme 2021-2022 General Annexes’:

Legal entities from Associated Countries can participate under equivalent conditions as legal entities from the EU Member States, unless specific limitations or conditions are laid down in the work programme and/or call/topic text.
Most Horizon Europe calls are also open to participants from non-associated countries, ‘Third Countries’, and international organisations, unless specific limitations or conditions are laid down in the work programme and/or the call/topic text, such as those highlighted for associated countries above.

Any updates and details which will be derived following e.g. the entry into force of association agreements, the list of Associated Countries, etc. can be found in the aforementioned documents.
Exceptions shall be addressed by the specific work programmes and calls.
",30/07/2021,FALSE
,15850,"Under Horizon Europe Health cluster, is it mandatory or optional to plan the participation of the European Commission’s Joint Research Centre (JRC) in the project for the topics where the JRC participation is eligible?","It is optional. The General annexes to the Work Programme indicate the following: Joint Research Centre — Where provided for in the specific call conditions, applicants may include in their proposals the possible contribution of the JRC but the JRC will not participate in the preparation and submission of the proposal. Applicants will indicate the contribution that the JRC could bring to the project based on the scope of the topic text. After the evaluation process, the JRC and the consortium selected for funding may come to an agreement on the specific terms of the participation of the JRC. If an agreement is found, the JRC would accede to the grant agreement as beneficiary requesting zero funding and would accede to the consortium as a member.
",16/07/2021,FALSE
,15769,"Under Horizon Europe, when the ‘Clinical study template’ is not mandatory, does this mean that clinical studies are not expected for proposals under the topics not listed in the template?","Despite the fact that a call topic is not listed in the ‘Clinical study template’, clinical studies may still be relevant for that particular topic. In such a case, however, the use of the template is not mandatory.
",13/07/2021,FALSE
,15767,"Under Horizon Europe, it looks like the ‘Clinical study template’ refers mainly to interventions. Will there be a separate template for observational studies?","The ‘Clinical study template’ is designed to capture information that is relevant for observational studies as well. In case one or more sections do not apply to a particular study, a short explanation under each of these sections must be provided.
",13/07/2021,FALSE
,15766,"Under Horizon Europe, is the mid-term recruitment report a compulsory deliverable for a clinical study?","Yes, the midterm recruitment report is due when 50% of the study population is recruited. The report shall include an overview of the number of recruited participants by clinical sites, any problems in recruitment and, if applicable, a detailed description of implemented and planned measures to compensate for any incurred delays.
",13/07/2021,FALSE
,15765,"Under Horizon Europe, is a nutritional intervention considered a clinical study?","If this intervention is pursued in a scientific endeavour that meets the definition of clinical study as provided in the ‘Clinical study template’, then it is considered a clinical study for the purpose of applying for funding under the call topics listed in the template. On the contrary, if, for example, collection of data on students consuming dairy products within the frame of a nutrition programme in public schools is not combined with any health related data of individual students participating in the programme, the activity would not meet the definition of a clinical study.
",13/07/2021,FALSE
,15763,"Under Horizon Europe, is there a clear definition on what is a clinical study? In the case of application of a diagnostic tool without intervention - is this a clinical study?","If the application of the diagnostic tool is pursued in a scientific endeavour that meets the definition of clinical study as provided in the ‘Clinical study template’, then it is considered a clinical study for the purpose of applying for funding under the call topics listed in the template. On the contrary, if, for example, one of the objectives of the study is to collect data on the willingness to pay for the diagnostic tool by the intended user but no health related information that is linked, for example, to the performance of the medical device is gathered, then this activity would not meet the definition of a clinical study.
",13/07/2021,FALSE
,15762,"Under Horizon Europe, does a specific budget for the clinical studies need to be provided as part of the ‘Clinical study template’ or in Part B?","No budgetary information is requested in the ‘Clinical study template’.
",13/07/2021,FALSE
,15761,"Under Horizon Europe, do we need to complete the ‘Clinical study template’ for the re-use of clinical studies already finished (or funded from another source)?","If the scientific objective of using the data that have been collected in a previous scientific endeavour falls within the definition of clinical study provided in the ‘Clinical study template’ and if the call topic is listed in the template, then the use of the template is mandatory for grant application.
",13/07/2021,FALSE
,15760,"Under Horizon Europe, do low intervention clinical studies still need to fill in the whole template?","Whenever the use of the ‘Clinical study template’ is mandatory, all of its sections must be addressed. In case one or more sections do not apply to a particular study, a short explanation under each of these sections must be provided.
",13/07/2021,FALSE
,15759,"Under Horizon Europe, do mitigation measures concerning the recruitment of the study population have to be addressed in the ‘Clinical study template’ and in Part B of the application form?","Applicants must provide details on mitigation measures related to all identified critical risks that can prevent the attainment of any of the project’s stated objectives (not just those related to the clinical study) in section 3.1 Work plan and resources and Table 3.1e of the application form. In addition, applicants need to address one very specific mitigation measure related to the recruitment of the study population in section 3.2 of the template. As with other sections, a reference in 3.1 Work plan and resources (application form) may be given to ‘3.2 Please describe how the study population will be recruited’ (Clinical study template) for the information provided in the template. Please note that there may be other critical risks directly linked to the clinical study that must be addressed in the application form.
",13/07/2021,FALSE
,15485,"What does the ""Do No Significant Harm"" principle mean in the context of Horizon Europe?","The Commission Communication on the European Green Deal introduced green oath to “do no harm”. The “Do No Significant Harm” (DNSH) principle has been further specified in the EU Regulation on the establishment of a framework to facilitate sustainable investments, commonly defined as the EU Taxonomy. Six environmental objectives are listed in Article 9 of the EU Taxonomy (climate change mitigation; climate change adaptation; sustainable and protection of water and marine resources; transition to a circular economy; pollution prevention and control; protection and restoration of biodiversity and ecosystems) and Article 17 specifies what can constitute a ‘significant harm’ for these 6 environmental objectives:

An economic activity is considered to do significant harm to climate change mitigation if it leads to significant greenhouse gas (GHG) emissions;
An economic activity is considered to do significant harm to climate change adaptation if it leads to an increased adverse impact of the current climate and the expected future climate, on the activity itself or on people, nature or assets;
An economic activity is considered to do significant harm to the sustainable use and protection of water and marine resources if it is detrimental to the good status or the good ecological potential of bodies of water, including surface water and groundwater, or to the good environmental status of marine waters;
An economic activity is considered to do significant harm to the circular economy, including waste prevention and recycling, if it leads to significant inefficiencies in the use of materials or in the direct or indirect use of natural resources, or if it significantly increases the generation, incineration or disposal of waste, or if the long-term disposal of waste may cause significant and long-term environmental harm;
An economic activity is considered to do significant harm to pollution prevention and control if it leads to a significant increase in emissions of pollutants into air, water or land;
An economic activity is considered to do significant harm to the protection and restoration of biodiversity and ecosystems if it is significantly detrimental to the good condition and resilience of ecosystems, or detrimental to the conservation status of habitats and species, including those of Union interest.

References on the DNSH principle are included in the General Introduction of the Work Programme 2021-2022 of Horizon Europe Pillar II and in Cluster 4 (Digital, Industry and Space), Cluster 5 (Climate, Energy and Mobility), and Cluster 6 (Food, Bioeconomy, Natural Resources, Agriculture and Environment) because of their particular relevance for environmental outcomes and impacts. At programming stage, the Horizon Europe work programme has been co-created to support research and innovation activities that respect climate and environmental priorities of the Union and cause no significant harm to them.
At project level, the reference to the DNSH principle in the Horizon Europe Work Programme is included in the application form (proposal part B template) to offer researchers the possibility to present the credential of their projects in relation to the DNSH principle. Applicants can refer to the DNSH principle when presenting their research methodology and the expected impacts of the project, to show that their project will not carry out activities that make a significant harm to any of the six environmental objectives of the EU Taxonomy Regulation listed above.
However, evaluators will not score applications in relation to their compliance with the DNSH principle unless explicitly stated in the work programme (currently, this is the case only for actions in the European Innovation Council Work Programme 2021).
",22/06/2021,FALSE
,15142,"Under Horizon Europe, where can one find examples of Gender Equality Plans (GEPs)?","The GEAR Tool provides a step-by-step guide on how to design and implement a GEP, and further examples can be found on the websites of EU-funded projects dedicated to the implementation of gender equality plans in R&amp;I organisations, including:

GEP implementing projects, such as those listed here
Communities of practice on GEPs: ACT
Training on GEPs and gender equality issues in R&amp;I: GE Academy
Evaluation framework and designing tools for gender equality measures in R&amp;I: EFFORTI

Additional guidance will also be provided by the European Commission.
Should you have questions on the GEP eligibility criterion under Horizon Europe, that are not already answered in this FAQ, you can send them to RTD-HORIZON-EU-GENDER-EQUALITY-PLAN@ec.europa.eu.
",12/05/2021,FALSE
,15141,"Are certain types of projects, or certain parts of Horizon Europe, exempted from the Gender Equality Plan (GEP) requirement?","No, the GEP is not linked to a specific type of funding instrument or Programme part, but concerns individual organisations applying to any part of Horizon Europe if they belong to the three categories of legal entities concerned (public bodies, research organisations and higher education establishments from EU Member States and Associated Countries). It is a requirement to be eligible to any funding under Horizon Europe, and includes hosting institutions for ERC and MSCA grants.
Should you have questions on the GEP eligibility criterion under Horizon Europe, that are not already answered in this FAQ, you can send them to RTD-HORIZON-EU-GENDER-EQUALITY-PLAN@ec.europa.eu.
",12/05/2021,FALSE
,15140,"Under Horizon Europe, does the Gender Equality Plan (GEP) need to be written in English?","No, the GEP can be written in the national language(s) used in the organisation.
Should you have questions on the GEP eligibility criterion under Horizon Europe, that are not already answered in this FAQ, you can send them to RTD-HORIZON-EU-GENDER-EQUALITY-PLAN@ec.europa.eu.
",12/05/2021,FALSE
,15139,Under Horizon Europe what happens if one consortium partner does not have a Gender Equality Plan (GEP) at Grant Agreement signature or if during compliance checks it's found out that a Beneficiary does not have a GEP fulfilling the mandatory requirements?,"A partner having declared they do not have a GEP cannot participate in a Horizon Europe project. The European Commission will carry out random compliance checks during the course of Horizon Europe. Standard procedures for non-compliance of beneficiaries to Horizon Europe eligibility criteria will then be implemented. In this case, the participation of that beneficiary will be terminated following the standard termination procedures which consist in sending a pre-information letter allowing beneficiaries to send observations prior to the final decision. Costs are eligible up to the termination date. Beneficiary terminations affect one specific beneficiary, not the entire consortium. However, if the beneficiary has a key role in the grant agreement, a beneficiary termination could trigger that the entire project may have to be terminated.
Should you have questions on the GEP eligibility criterion under Horizon Europe, that are not already answered in this FAQ, you can send them to RTD-HORIZON-EU-GENDER-EQUALITY-PLAN@ec.europa.eu.
",12/05/2021,FALSE
,15138,"If my organisation received the European Commission’s HRS4R ‘HR Excellence in Research’ Label, or a national/regional-level certification related to gender equality, can it be considered as the equivalent of a Gender Equality Plan (GEP)?","It will be the case only if your organisation’s HRS4R Label related action plan, or the action plan associated to the national/regional level certification, fulfils the four process-related mandatory requirements.
Should you have questions on the GEP eligibility criterion under Horizon Europe, that are not already answered in this FAQ, you can send them to RTD-HORIZON-EU-GENDER-EQUALITY-PLAN@ec.europa.eu.
",12/05/2021,FALSE
,15136,"Under Horizon Europe, what if the mandatory requirements of the Gender Equality Plan (GEP) eligibility criterion are fulfilled in another type of official document, or through several, separate, official documents?","If the four mandatory requirements for the GEP are met through another strategic document, such as a development plan or an inclusion or diversity strategy, it can indeed be considered as an equivalent. If all four mandatory requirements for the GEP are effectively covered through different institutional documents endorsed by top management, it can also be considered as being equivalent. In the latter case, we would then recommend that this information by gathered in a specific summary document which would be accessible on the organisation’s public website.
Should you have questions on the GEP eligibility criterion under Horizon Europe, that are not already answered in this FAQ, you can send them to RTD-HORIZON-EU-GENDER-EQUALITY-PLAN@ec.europa.eu.
",12/05/2021,FALSE
,15137,"Under Horizon Europe, one of the mandatory requirements is that the Gender Equality Plan (GEP) is a public document. What about internal-only information, such as budget distribution?","The Commission does not require that the full GEP or equivalent plan/strategy – including e.g. budgets – becomes publicly available on the organisation’s website.
However, what would need to become accessible on the organisation’s public/external website, is, at least, a document signed by the top management certifying: the existence of a GEP (or related official plan/strategy) which covers the three other mandatory requirements (commitment of dedicated resources and gender expertise to implement the GEP; sex/gender disaggregated data collection and monitoring on personnel and annual reporting based on indicators; awareness raising/trainings on gender equality and unconscious gender biases for staff and decision-makers). This public document should of course comply with the General Data Protection Regulation.
Should you have questions on the GEP eligibility criterion under Horizon Europe, that are not already answered in this FAQ, you can send them to RTD-HORIZON-EU-GENDER-EQUALITY-PLAN@ec.europa.eu.
",12/05/2021,FALSE
,15135,How have the mandatory requirements for the Gender Equality Plan (GEP) been defined by the European Commission?,"The GEP requirements – or building blocks – have been defined building on the experience and knowledge gathered through a large amount of related EU-funded projects and initiatives, and in co-design with a wide array of R&amp;I national and institutional stakeholders and gender equality experts, and are thus the result of a shared consensus on key needed components.
Should you have questions on the GEP eligibility criterion under Horizon Europe, that are not already answered in this FAQ, you can send them to RTD-HORIZON-EU-GENDER-EQUALITY-PLAN@ec.europa.eu.
",12/05/2021,FALSE
,15134,"Under Horizon Europe, how does a legal entity declare it has a Gender Equality Plan (GEP)?","A self-declaration will be requested at proposal stage. It will take the form of an online questionnaire listing the four mandatory process-related GEP requirements (building blocks) as well as the five recommended thematic areas. The questionnaire should be filled by the legal entity’s authorised representative (LEAR), only once, in principle, for the duration of the Framework Programme, unless the status of the legal entity changes.Legal entities are not asked to submit/upload their GEP, only to fill in the questionnaire.Proposal submission templates (application forms) display the GEP questionnaire for information.For 2021 calls for proposals, although the GEP eligibility criterion is not yet enforced, applicants are still invited to fill in the questionnaire for information and monitoring purposes.In the future, we will include in our participants database whether the organisation has a GEP, so participants do not have to answer the same question in each proposal they submit.
Should you have questions on the GEP eligibility criterion under Horizon Europe, that are not already answered in this FAQ, you can send them to RTD-HORIZON-EU-GENDER-EQUALITY-PLAN@ec.europa.eu.
",12/05/2021,FALSE
,15133,When will the Gender Equality Plan (GEP) eligibility criterion be enforced in Horizon Europe?,"A transition/grace period will take place during the first year of Horizon Europe: this eligibility criterion does not concern calls for proposals with deadlines in 2021 and will only be enforced as of calls with deadlines in 2022.Furthermore, for calls with deadlines in 2022 and beyond, once a project proposal is selected for funding following evaluations, consortium partners concerned by the eligibility criterion will have until Grant Agreement signature to confirm they have a GEP in place.
Should you have questions on the GEP eligibility criterion under Horizon Europe, that are not already answered in this FAQ, you can send them to RTD-HORIZON-EU-GENDER-EQUALITY-PLAN@ec.europa.eu.
",12/05/2021,FALSE
,15132,"Which organisations are concerned by the Gender Equality Plan (GEP) eligibility criterion under Horizon Europe, and from which countries?","Three categories of legal entities used in EU programmes are concerned by this requirement:

public bodies (including e.g. ministries, research funding organisations, municipalities, as well as public-for-profit organisations such as certain museums)
research organisations (both public and private)
higher education establishments (both public and private).

Other categories of legal entities, such as private-for-profit organisations, including small and medium-sized enterprises (SMEs), or non-governmental organisations (NGOs) and civil society organisations (CSOs), are not concerned. This requirement concerns legal entities applying as beneficiaries as well as affiliated entities.
Regarding countries, the requirement concerns organisations established in EU Member States and Associated Countries. Non-associated third countries are not concerned.
Should you have questions on the GEP eligibility criterion under Horizon Europe, that are not already answered in this FAQ, you can send them to RTD-HORIZON-EU-GENDER-EQUALITY-PLAN@ec.europa.eu.
",12/05/2021,FALSE
